dataset,shots,rep,method,accuracy
"USPS-32, $\sigma=1.2$",5,25,L-2DLDA,0.582
"USPS-32, $\sigma=1.2$",5,25,DATER-reg,0.578
"USPS-32, $\sigma=1.2$",5,25,MPCA,0.572
"USPS-32, $\sigma=1.2$",5,25,2DLDA,0.556
"USPS-32, $\sigma=1.2$",5,25,Nearest centroid,0.578
"USPS-32, $\sigma=1.2$",5,25,Ridge,0.464
"USPS-32, $\sigma=1.2$",5,25,Shrinkage LDA,0.53
"USPS-32, $\sigma=1.2$",5,26,L-2DLDA,0.572
"USPS-32, $\sigma=1.2$",5,26,DATER-reg,0.566
"USPS-32, $\sigma=1.2$",5,26,MPCA,0.57
"USPS-32, $\sigma=1.2$",5,26,2DLDA,0.566
"USPS-32, $\sigma=1.2$",5,26,Nearest centroid,0.552
"USPS-32, $\sigma=1.2$",5,26,Ridge,0.472
"USPS-32, $\sigma=1.2$",5,26,Shrinkage LDA,0.484
"USPS-32, $\sigma=1.2$",5,27,L-2DLDA,0.6
"USPS-32, $\sigma=1.2$",5,27,DATER-reg,0.582
"USPS-32, $\sigma=1.2$",5,27,MPCA,0.558
"USPS-32, $\sigma=1.2$",5,27,2DLDA,0.564
"USPS-32, $\sigma=1.2$",5,27,Nearest centroid,0.568
"USPS-32, $\sigma=1.2$",5,27,Ridge,0.438
"USPS-32, $\sigma=1.2$",5,27,Shrinkage LDA,0.48
"USPS-32, $\sigma=1.2$",5,28,L-2DLDA,0.602
"USPS-32, $\sigma=1.2$",5,28,DATER-reg,0.592
"USPS-32, $\sigma=1.2$",5,28,MPCA,0.554
"USPS-32, $\sigma=1.2$",5,28,2DLDA,0.556
"USPS-32, $\sigma=1.2$",5,28,Nearest centroid,0.568
"USPS-32, $\sigma=1.2$",5,28,Ridge,0.498
"USPS-32, $\sigma=1.2$",5,28,Shrinkage LDA,0.552
"USPS-32, $\sigma=1.2$",5,29,L-2DLDA,0.534
"USPS-32, $\sigma=1.2$",5,29,DATER-reg,0.526
"USPS-32, $\sigma=1.2$",5,29,MPCA,0.506
"USPS-32, $\sigma=1.2$",5,29,2DLDA,0.514
"USPS-32, $\sigma=1.2$",5,29,Nearest centroid,0.526
"USPS-32, $\sigma=1.2$",5,29,Ridge,0.412
"USPS-32, $\sigma=1.2$",5,29,Shrinkage LDA,0.454
"USPS-32, $\sigma=1.2$",5,30,L-2DLDA,0.504
"USPS-32, $\sigma=1.2$",5,30,DATER-reg,0.504
"USPS-32, $\sigma=1.2$",5,30,MPCA,0.472
"USPS-32, $\sigma=1.2$",5,30,2DLDA,0.476
"USPS-32, $\sigma=1.2$",5,30,Nearest centroid,0.488
"USPS-32, $\sigma=1.2$",5,30,Ridge,0.456
"USPS-32, $\sigma=1.2$",5,30,Shrinkage LDA,0.502
"USPS-32, $\sigma=1.2$",5,31,L-2DLDA,0.61
"USPS-32, $\sigma=1.2$",5,31,DATER-reg,0.608
"USPS-32, $\sigma=1.2$",5,31,MPCA,0.594
"USPS-32, $\sigma=1.2$",5,31,2DLDA,0.592
"USPS-32, $\sigma=1.2$",5,31,Nearest centroid,0.604
"USPS-32, $\sigma=1.2$",5,31,Ridge,0.52
"USPS-32, $\sigma=1.2$",5,31,Shrinkage LDA,0.542
"USPS-32, $\sigma=1.2$",5,32,L-2DLDA,0.586
"USPS-32, $\sigma=1.2$",5,32,DATER-reg,0.586
"USPS-32, $\sigma=1.2$",5,32,MPCA,0.574
"USPS-32, $\sigma=1.2$",5,32,2DLDA,0.578
"USPS-32, $\sigma=1.2$",5,32,Nearest centroid,0.59
"USPS-32, $\sigma=1.2$",5,32,Ridge,0.524
"USPS-32, $\sigma=1.2$",5,32,Shrinkage LDA,0.522
"USPS-32, $\sigma=1.2$",5,33,L-2DLDA,0.482
"USPS-32, $\sigma=1.2$",5,33,DATER-reg,0.468
"USPS-32, $\sigma=1.2$",5,33,MPCA,0.436
"USPS-32, $\sigma=1.2$",5,33,2DLDA,0.454
"USPS-32, $\sigma=1.2$",5,33,Nearest centroid,0.446
"USPS-32, $\sigma=1.2$",5,33,Ridge,0.4
"USPS-32, $\sigma=1.2$",5,33,Shrinkage LDA,0.444
"USPS-32, $\sigma=1.2$",5,34,L-2DLDA,0.58
"USPS-32, $\sigma=1.2$",5,34,DATER-reg,0.57
"USPS-32, $\sigma=1.2$",5,34,MPCA,0.526
"USPS-32, $\sigma=1.2$",5,34,2DLDA,0.536
"USPS-32, $\sigma=1.2$",5,34,Nearest centroid,0.536
"USPS-32, $\sigma=1.2$",5,34,Ridge,0.474
"USPS-32, $\sigma=1.2$",5,34,Shrinkage LDA,0.514
"USPS-32, $\sigma=1.2$",5,35,L-2DLDA,0.636
"USPS-32, $\sigma=1.2$",5,35,DATER-reg,0.642
"USPS-32, $\sigma=1.2$",5,35,MPCA,0.602
"USPS-32, $\sigma=1.2$",5,35,2DLDA,0.62
"USPS-32, $\sigma=1.2$",5,35,Nearest centroid,0.612
"USPS-32, $\sigma=1.2$",5,35,Ridge,0.508
"USPS-32, $\sigma=1.2$",5,35,Shrinkage LDA,0.588
"USPS-32, $\sigma=1.2$",5,36,L-2DLDA,0.558
"USPS-32, $\sigma=1.2$",5,36,DATER-reg,0.544
"USPS-32, $\sigma=1.2$",5,36,MPCA,0.518
"USPS-32, $\sigma=1.2$",5,36,2DLDA,0.506
"USPS-32, $\sigma=1.2$",5,36,Nearest centroid,0.52
"USPS-32, $\sigma=1.2$",5,36,Ridge,0.464
"USPS-32, $\sigma=1.2$",5,36,Shrinkage LDA,0.482
"USPS-32, $\sigma=1.2$",5,37,L-2DLDA,0.592
"USPS-32, $\sigma=1.2$",5,37,DATER-reg,0.576
"USPS-32, $\sigma=1.2$",5,37,MPCA,0.572
"USPS-32, $\sigma=1.2$",5,37,2DLDA,0.566
"USPS-32, $\sigma=1.2$",5,37,Nearest centroid,0.552
"USPS-32, $\sigma=1.2$",5,37,Ridge,0.47
"USPS-32, $\sigma=1.2$",5,37,Shrinkage LDA,0.49
"USPS-32, $\sigma=1.2$",5,38,L-2DLDA,0.54
"USPS-32, $\sigma=1.2$",5,38,DATER-reg,0.548
"USPS-32, $\sigma=1.2$",5,38,MPCA,0.534
"USPS-32, $\sigma=1.2$",5,38,2DLDA,0.518
"USPS-32, $\sigma=1.2$",5,38,Nearest centroid,0.524
"USPS-32, $\sigma=1.2$",5,38,Ridge,0.454
"USPS-32, $\sigma=1.2$",5,38,Shrinkage LDA,0.472
"USPS-32, $\sigma=1.2$",5,39,L-2DLDA,0.598
"USPS-32, $\sigma=1.2$",5,39,DATER-reg,0.6
"USPS-32, $\sigma=1.2$",5,39,MPCA,0.586
"USPS-32, $\sigma=1.2$",5,39,2DLDA,0.59
"USPS-32, $\sigma=1.2$",5,39,Nearest centroid,0.596
"USPS-32, $\sigma=1.2$",5,39,Ridge,0.542
"USPS-32, $\sigma=1.2$",5,39,Shrinkage LDA,0.546
"USPS-32, $\sigma=1.2$",5,40,L-2DLDA,0.584
"USPS-32, $\sigma=1.2$",5,40,DATER-reg,0.586
"USPS-32, $\sigma=1.2$",5,40,MPCA,0.578
"USPS-32, $\sigma=1.2$",5,40,2DLDA,0.58
"USPS-32, $\sigma=1.2$",5,40,Nearest centroid,0.578
"USPS-32, $\sigma=1.2$",5,40,Ridge,0.49
"USPS-32, $\sigma=1.2$",5,40,Shrinkage LDA,0.532
"USPS-32, $\sigma=1.2$",5,41,L-2DLDA,0.604
"USPS-32, $\sigma=1.2$",5,41,DATER-reg,0.602
"USPS-32, $\sigma=1.2$",5,41,MPCA,0.572
"USPS-32, $\sigma=1.2$",5,41,2DLDA,0.582
"USPS-32, $\sigma=1.2$",5,41,Nearest centroid,0.582
"USPS-32, $\sigma=1.2$",5,41,Ridge,0.47
"USPS-32, $\sigma=1.2$",5,41,Shrinkage LDA,0.516
"USPS-32, $\sigma=1.2$",5,42,L-2DLDA,0.592
"USPS-32, $\sigma=1.2$",5,42,DATER-reg,0.598
"USPS-32, $\sigma=1.2$",5,42,MPCA,0.558
"USPS-32, $\sigma=1.2$",5,42,2DLDA,0.554
"USPS-32, $\sigma=1.2$",5,42,Nearest centroid,0.55
"USPS-32, $\sigma=1.2$",5,42,Ridge,0.504
"USPS-32, $\sigma=1.2$",5,42,Shrinkage LDA,0.52
"USPS-32, $\sigma=1.2$",5,43,L-2DLDA,0.568
"USPS-32, $\sigma=1.2$",5,43,DATER-reg,0.568
"USPS-32, $\sigma=1.2$",5,43,MPCA,0.556
"USPS-32, $\sigma=1.2$",5,43,2DLDA,0.558
"USPS-32, $\sigma=1.2$",5,43,Nearest centroid,0.552
"USPS-32, $\sigma=1.2$",5,43,Ridge,0.43
"USPS-32, $\sigma=1.2$",5,43,Shrinkage LDA,0.472
"USPS-32, $\sigma=1.2$",5,44,L-2DLDA,0.55
"USPS-32, $\sigma=1.2$",5,44,DATER-reg,0.55
"USPS-32, $\sigma=1.2$",5,44,MPCA,0.546
"USPS-32, $\sigma=1.2$",5,44,2DLDA,0.54
"USPS-32, $\sigma=1.2$",5,44,Nearest centroid,0.538
"USPS-32, $\sigma=1.2$",5,44,Ridge,0.504
"USPS-32, $\sigma=1.2$",5,44,Shrinkage LDA,0.514
"USPS-32, $\sigma=1.2$",5,45,L-2DLDA,0.628
"USPS-32, $\sigma=1.2$",5,45,DATER-reg,0.632
"USPS-32, $\sigma=1.2$",5,45,MPCA,0.598
"USPS-32, $\sigma=1.2$",5,45,2DLDA,0.6
"USPS-32, $\sigma=1.2$",5,45,Nearest centroid,0.598
"USPS-32, $\sigma=1.2$",5,45,Ridge,0.524
"USPS-32, $\sigma=1.2$",5,45,Shrinkage LDA,0.562
"USPS-32, $\sigma=1.2$",5,46,L-2DLDA,0.608
"USPS-32, $\sigma=1.2$",5,46,DATER-reg,0.604
"USPS-32, $\sigma=1.2$",5,46,MPCA,0.578
"USPS-32, $\sigma=1.2$",5,46,2DLDA,0.58
"USPS-32, $\sigma=1.2$",5,46,Nearest centroid,0.584
"USPS-32, $\sigma=1.2$",5,46,Ridge,0.452
"USPS-32, $\sigma=1.2$",5,46,Shrinkage LDA,0.476
"USPS-32, $\sigma=1.2$",5,47,L-2DLDA,0.566
"USPS-32, $\sigma=1.2$",5,47,DATER-reg,0.56
"USPS-32, $\sigma=1.2$",5,47,MPCA,0.546
"USPS-32, $\sigma=1.2$",5,47,2DLDA,0.568
"USPS-32, $\sigma=1.2$",5,47,Nearest centroid,0.542
"USPS-32, $\sigma=1.2$",5,47,Ridge,0.464
"USPS-32, $\sigma=1.2$",5,47,Shrinkage LDA,0.496
"USPS-32, $\sigma=1.2$",5,48,L-2DLDA,0.548
"USPS-32, $\sigma=1.2$",5,48,DATER-reg,0.548
"USPS-32, $\sigma=1.2$",5,48,MPCA,0.532
"USPS-32, $\sigma=1.2$",5,48,2DLDA,0.534
"USPS-32, $\sigma=1.2$",5,48,Nearest centroid,0.528
"USPS-32, $\sigma=1.2$",5,48,Ridge,0.408
"USPS-32, $\sigma=1.2$",5,48,Shrinkage LDA,0.464
"USPS-32, $\sigma=1.2$",5,49,L-2DLDA,0.558
"USPS-32, $\sigma=1.2$",5,49,DATER-reg,0.564
"USPS-32, $\sigma=1.2$",5,49,MPCA,0.536
"USPS-32, $\sigma=1.2$",5,49,2DLDA,0.55
"USPS-32, $\sigma=1.2$",5,49,Nearest centroid,0.548
"USPS-32, $\sigma=1.2$",5,49,Ridge,0.464
"USPS-32, $\sigma=1.2$",5,49,Shrinkage LDA,0.47
"USPS-32, $\sigma=1.6$",5,0,L-2DLDA,0.45
"USPS-32, $\sigma=1.6$",5,0,DATER-reg,0.426
"USPS-32, $\sigma=1.6$",5,0,MPCA,0.398
"USPS-32, $\sigma=1.6$",5,0,2DLDA,0.408
"USPS-32, $\sigma=1.6$",5,0,Nearest centroid,0.408
"USPS-32, $\sigma=1.6$",5,0,Ridge,0.332
"USPS-32, $\sigma=1.6$",5,0,Shrinkage LDA,0.376
"USPS-32, $\sigma=1.6$",5,1,L-2DLDA,0.416
"USPS-32, $\sigma=1.6$",5,1,DATER-reg,0.41
"USPS-32, $\sigma=1.6$",5,1,MPCA,0.4
"USPS-32, $\sigma=1.6$",5,1,2DLDA,0.39
"USPS-32, $\sigma=1.6$",5,1,Nearest centroid,0.39
"USPS-32, $\sigma=1.6$",5,1,Ridge,0.296
"USPS-32, $\sigma=1.6$",5,1,Shrinkage LDA,0.328
"USPS-32, $\sigma=1.6$",5,2,L-2DLDA,0.48
"USPS-32, $\sigma=1.6$",5,2,DATER-reg,0.47
"USPS-32, $\sigma=1.6$",5,2,MPCA,0.436
"USPS-32, $\sigma=1.6$",5,2,2DLDA,0.444
"USPS-32, $\sigma=1.6$",5,2,Nearest centroid,0.424
"USPS-32, $\sigma=1.6$",5,2,Ridge,0.398
"USPS-32, $\sigma=1.6$",5,2,Shrinkage LDA,0.394
"USPS-32, $\sigma=1.6$",5,3,L-2DLDA,0.502
"USPS-32, $\sigma=1.6$",5,3,DATER-reg,0.486
"USPS-32, $\sigma=1.6$",5,3,MPCA,0.468
"USPS-32, $\sigma=1.6$",5,3,2DLDA,0.47
"USPS-32, $\sigma=1.6$",5,3,Nearest centroid,0.474
"USPS-32, $\sigma=1.6$",5,3,Ridge,0.39
"USPS-32, $\sigma=1.6$",5,3,Shrinkage LDA,0.41
"USPS-32, $\sigma=1.6$",5,4,L-2DLDA,0.462
"USPS-32, $\sigma=1.6$",5,4,DATER-reg,0.452
"USPS-32, $\sigma=1.6$",5,4,MPCA,0.434
"USPS-32, $\sigma=1.6$",5,4,2DLDA,0.426
"USPS-32, $\sigma=1.6$",5,4,Nearest centroid,0.43
"USPS-32, $\sigma=1.6$",5,4,Ridge,0.4
"USPS-32, $\sigma=1.6$",5,4,Shrinkage LDA,0.426
"USPS-32, $\sigma=1.6$",5,5,L-2DLDA,0.41
"USPS-32, $\sigma=1.6$",5,5,DATER-reg,0.386
"USPS-32, $\sigma=1.6$",5,5,MPCA,0.362
"USPS-32, $\sigma=1.6$",5,5,2DLDA,0.364
"USPS-32, $\sigma=1.6$",5,5,Nearest centroid,0.374
"USPS-32, $\sigma=1.6$",5,5,Ridge,0.364
"USPS-32, $\sigma=1.6$",5,5,Shrinkage LDA,0.364
"USPS-32, $\sigma=1.6$",5,6,L-2DLDA,0.482
"USPS-32, $\sigma=1.6$",5,6,DATER-reg,0.486
"USPS-32, $\sigma=1.6$",5,6,MPCA,0.474
"USPS-32, $\sigma=1.6$",5,6,2DLDA,0.478
"USPS-32, $\sigma=1.6$",5,6,Nearest centroid,0.462
"USPS-32, $\sigma=1.6$",5,6,Ridge,0.392
"USPS-32, $\sigma=1.6$",5,6,Shrinkage LDA,0.422
"USPS-32, $\sigma=1.6$",5,7,L-2DLDA,0.52
"USPS-32, $\sigma=1.6$",5,7,DATER-reg,0.508
"USPS-32, $\sigma=1.6$",5,7,MPCA,0.488
"USPS-32, $\sigma=1.6$",5,7,2DLDA,0.492
"USPS-32, $\sigma=1.6$",5,7,Nearest centroid,0.494
"USPS-32, $\sigma=1.6$",5,7,Ridge,0.42
"USPS-32, $\sigma=1.6$",5,7,Shrinkage LDA,0.434
"USPS-32, $\sigma=1.6$",5,8,L-2DLDA,0.402
"USPS-32, $\sigma=1.6$",5,8,DATER-reg,0.404
"USPS-32, $\sigma=1.6$",5,8,MPCA,0.374
"USPS-32, $\sigma=1.6$",5,8,2DLDA,0.388
"USPS-32, $\sigma=1.6$",5,8,Nearest centroid,0.382
"USPS-32, $\sigma=1.6$",5,8,Ridge,0.314
"USPS-32, $\sigma=1.6$",5,8,Shrinkage LDA,0.35
"USPS-32, $\sigma=1.6$",5,9,L-2DLDA,0.446
"USPS-32, $\sigma=1.6$",5,9,DATER-reg,0.434
"USPS-32, $\sigma=1.6$",5,9,MPCA,0.43
"USPS-32, $\sigma=1.6$",5,9,2DLDA,0.43
"USPS-32, $\sigma=1.6$",5,9,Nearest centroid,0.426
"USPS-32, $\sigma=1.6$",5,9,Ridge,0.358
"USPS-32, $\sigma=1.6$",5,9,Shrinkage LDA,0.388
"USPS-32, $\sigma=1.6$",5,10,L-2DLDA,0.468
"USPS-32, $\sigma=1.6$",5,10,DATER-reg,0.454
"USPS-32, $\sigma=1.6$",5,10,MPCA,0.414
"USPS-32, $\sigma=1.6$",5,10,2DLDA,0.432
"USPS-32, $\sigma=1.6$",5,10,Nearest centroid,0.42
"USPS-32, $\sigma=1.6$",5,10,Ridge,0.352
"USPS-32, $\sigma=1.6$",5,10,Shrinkage LDA,0.38
"USPS-32, $\sigma=1.6$",5,11,L-2DLDA,0.424
"USPS-32, $\sigma=1.6$",5,11,DATER-reg,0.412
"USPS-32, $\sigma=1.6$",5,11,MPCA,0.41
"USPS-32, $\sigma=1.6$",5,11,2DLDA,0.416
"USPS-32, $\sigma=1.6$",5,11,Nearest centroid,0.426
"USPS-32, $\sigma=1.6$",5,11,Ridge,0.338
"USPS-32, $\sigma=1.6$",5,11,Shrinkage LDA,0.364
"USPS-32, $\sigma=1.6$",5,12,L-2DLDA,0.448
"USPS-32, $\sigma=1.6$",5,12,DATER-reg,0.438
"USPS-32, $\sigma=1.6$",5,12,MPCA,0.4
"USPS-32, $\sigma=1.6$",5,12,2DLDA,0.408
"USPS-32, $\sigma=1.6$",5,12,Nearest centroid,0.416
"USPS-32, $\sigma=1.6$",5,12,Ridge,0.366
"USPS-32, $\sigma=1.6$",5,12,Shrinkage LDA,0.38
"USPS-32, $\sigma=1.6$",5,13,L-2DLDA,0.43
"USPS-32, $\sigma=1.6$",5,13,DATER-reg,0.436
"USPS-32, $\sigma=1.6$",5,13,MPCA,0.416
"USPS-32, $\sigma=1.6$",5,13,2DLDA,0.42
"USPS-32, $\sigma=1.6$",5,13,Nearest centroid,0.422
"USPS-32, $\sigma=1.6$",5,13,Ridge,0.346
"USPS-32, $\sigma=1.6$",5,13,Shrinkage LDA,0.368
"USPS-32, $\sigma=1.6$",5,14,L-2DLDA,0.462
"USPS-32, $\sigma=1.6$",5,14,DATER-reg,0.462
"USPS-32, $\sigma=1.6$",5,14,MPCA,0.432
"USPS-32, $\sigma=1.6$",5,14,2DLDA,0.432
"USPS-32, $\sigma=1.6$",5,14,Nearest centroid,0.442
"USPS-32, $\sigma=1.6$",5,14,Ridge,0.344
"USPS-32, $\sigma=1.6$",5,14,Shrinkage LDA,0.386
"USPS-32, $\sigma=1.6$",5,15,L-2DLDA,0.496
"USPS-32, $\sigma=1.6$",5,15,DATER-reg,0.488
"USPS-32, $\sigma=1.6$",5,15,MPCA,0.48
"USPS-32, $\sigma=1.6$",5,15,2DLDA,0.484
"USPS-32, $\sigma=1.6$",5,15,Nearest centroid,0.458
"USPS-32, $\sigma=1.6$",5,15,Ridge,0.358
"USPS-32, $\sigma=1.6$",5,15,Shrinkage LDA,0.4
"USPS-32, $\sigma=1.6$",5,16,L-2DLDA,0.476
"USPS-32, $\sigma=1.6$",5,16,DATER-reg,0.46
"USPS-32, $\sigma=1.6$",5,16,MPCA,0.468
"USPS-32, $\sigma=1.6$",5,16,2DLDA,0.458
"USPS-32, $\sigma=1.6$",5,16,Nearest centroid,0.46
"USPS-32, $\sigma=1.6$",5,16,Ridge,0.376
"USPS-32, $\sigma=1.6$",5,16,Shrinkage LDA,0.386
"USPS-32, $\sigma=1.6$",5,17,L-2DLDA,0.422
"USPS-32, $\sigma=1.6$",5,17,DATER-reg,0.42
"USPS-32, $\sigma=1.6$",5,17,MPCA,0.386
"USPS-32, $\sigma=1.6$",5,17,2DLDA,0.398
"USPS-32, $\sigma=1.6$",5,17,Nearest centroid,0.39
"USPS-32, $\sigma=1.6$",5,17,Ridge,0.364
"USPS-32, $\sigma=1.6$",5,17,Shrinkage LDA,0.382
"USPS-32, $\sigma=1.6$",5,18,L-2DLDA,0.462
"USPS-32, $\sigma=1.6$",5,18,DATER-reg,0.458
"USPS-32, $\sigma=1.6$",5,18,MPCA,0.434
"USPS-32, $\sigma=1.6$",5,18,2DLDA,0.428
"USPS-32, $\sigma=1.6$",5,18,Nearest centroid,0.436
"USPS-32, $\sigma=1.6$",5,18,Ridge,0.386
"USPS-32, $\sigma=1.6$",5,18,Shrinkage LDA,0.394
"USPS-32, $\sigma=1.6$",5,19,L-2DLDA,0.494
"USPS-32, $\sigma=1.6$",5,19,DATER-reg,0.498
"USPS-32, $\sigma=1.6$",5,19,MPCA,0.47
"USPS-32, $\sigma=1.6$",5,19,2DLDA,0.462
"USPS-32, $\sigma=1.6$",5,19,Nearest centroid,0.448
"USPS-32, $\sigma=1.6$",5,19,Ridge,0.41
"USPS-32, $\sigma=1.6$",5,19,Shrinkage LDA,0.442
"USPS-32, $\sigma=1.6$",5,20,L-2DLDA,0.448
"USPS-32, $\sigma=1.6$",5,20,DATER-reg,0.458
"USPS-32, $\sigma=1.6$",5,20,MPCA,0.444
"USPS-32, $\sigma=1.6$",5,20,2DLDA,0.454
"USPS-32, $\sigma=1.6$",5,20,Nearest centroid,0.462
"USPS-32, $\sigma=1.6$",5,20,Ridge,0.368
"USPS-32, $\sigma=1.6$",5,20,Shrinkage LDA,0.402
"USPS-32, $\sigma=1.6$",5,21,L-2DLDA,0.404
"USPS-32, $\sigma=1.6$",5,21,DATER-reg,0.424
"USPS-32, $\sigma=1.6$",5,21,MPCA,0.42
"USPS-32, $\sigma=1.6$",5,21,2DLDA,0.418
"USPS-32, $\sigma=1.6$",5,21,Nearest centroid,0.432
"USPS-32, $\sigma=1.6$",5,21,Ridge,0.35
"USPS-32, $\sigma=1.6$",5,21,Shrinkage LDA,0.388
"USPS-32, $\sigma=1.6$",5,22,L-2DLDA,0.512
"USPS-32, $\sigma=1.6$",5,22,DATER-reg,0.5
"USPS-32, $\sigma=1.6$",5,22,MPCA,0.474
"USPS-32, $\sigma=1.6$",5,22,2DLDA,0.486
"USPS-32, $\sigma=1.6$",5,22,Nearest centroid,0.49
"USPS-32, $\sigma=1.6$",5,22,Ridge,0.384
"USPS-32, $\sigma=1.6$",5,22,Shrinkage LDA,0.402
"USPS-32, $\sigma=1.6$",5,23,L-2DLDA,0.446
"USPS-32, $\sigma=1.6$",5,23,DATER-reg,0.442
"USPS-32, $\sigma=1.6$",5,23,MPCA,0.448
"USPS-32, $\sigma=1.6$",5,23,2DLDA,0.446
"USPS-32, $\sigma=1.6$",5,23,Nearest centroid,0.458
"USPS-32, $\sigma=1.6$",5,23,Ridge,0.382
"USPS-32, $\sigma=1.6$",5,23,Shrinkage LDA,0.38
"USPS-32, $\sigma=1.6$",5,24,L-2DLDA,0.502
"USPS-32, $\sigma=1.6$",5,24,DATER-reg,0.506
"USPS-32, $\sigma=1.6$",5,24,MPCA,0.462
"USPS-32, $\sigma=1.6$",5,24,2DLDA,0.468
"USPS-32, $\sigma=1.6$",5,24,Nearest centroid,0.478
"USPS-32, $\sigma=1.6$",5,24,Ridge,0.378
"USPS-32, $\sigma=1.6$",5,24,Shrinkage LDA,0.42
"USPS-32, $\sigma=1.6$",5,25,L-2DLDA,0.476
"USPS-32, $\sigma=1.6$",5,25,DATER-reg,0.466
"USPS-32, $\sigma=1.6$",5,25,MPCA,0.434
"USPS-32, $\sigma=1.6$",5,25,2DLDA,0.444
"USPS-32, $\sigma=1.6$",5,25,Nearest centroid,0.442
"USPS-32, $\sigma=1.6$",5,25,Ridge,0.404
"USPS-32, $\sigma=1.6$",5,25,Shrinkage LDA,0.424
"USPS-32, $\sigma=1.6$",5,26,L-2DLDA,0.504
"USPS-32, $\sigma=1.6$",5,26,DATER-reg,0.5
"USPS-32, $\sigma=1.6$",5,26,MPCA,0.44
"USPS-32, $\sigma=1.6$",5,26,2DLDA,0.454
"USPS-32, $\sigma=1.6$",5,26,Nearest centroid,0.456
"USPS-32, $\sigma=1.6$",5,26,Ridge,0.416
"USPS-32, $\sigma=1.6$",5,26,Shrinkage LDA,0.406
"USPS-32, $\sigma=1.6$",5,27,L-2DLDA,0.418
"USPS-32, $\sigma=1.6$",5,27,DATER-reg,0.412
"USPS-32, $\sigma=1.6$",5,27,MPCA,0.42
"USPS-32, $\sigma=1.6$",5,27,2DLDA,0.414
"USPS-32, $\sigma=1.6$",5,27,Nearest centroid,0.424
"USPS-32, $\sigma=1.6$",5,27,Ridge,0.338
"USPS-32, $\sigma=1.6$",5,27,Shrinkage LDA,0.332
"USPS-32, $\sigma=1.6$",5,28,L-2DLDA,0.496
"USPS-32, $\sigma=1.6$",5,28,DATER-reg,0.488
"USPS-32, $\sigma=1.6$",5,28,MPCA,0.452
"USPS-32, $\sigma=1.6$",5,28,2DLDA,0.462
"USPS-32, $\sigma=1.6$",5,28,Nearest centroid,0.46
"USPS-32, $\sigma=1.6$",5,28,Ridge,0.382
"USPS-32, $\sigma=1.6$",5,28,Shrinkage LDA,0.42
"USPS-32, $\sigma=1.6$",5,29,L-2DLDA,0.428
"USPS-32, $\sigma=1.6$",5,29,DATER-reg,0.45
"USPS-32, $\sigma=1.6$",5,29,MPCA,0.41
"USPS-32, $\sigma=1.6$",5,29,2DLDA,0.424
"USPS-32, $\sigma=1.6$",5,29,Nearest centroid,0.424
"USPS-32, $\sigma=1.6$",5,29,Ridge,0.346
"USPS-32, $\sigma=1.6$",5,29,Shrinkage LDA,0.38
"USPS-32, $\sigma=1.6$",5,30,L-2DLDA,0.456
"USPS-32, $\sigma=1.6$",5,30,DATER-reg,0.456
"USPS-32, $\sigma=1.6$",5,30,MPCA,0.46
"USPS-32, $\sigma=1.6$",5,30,2DLDA,0.452
"USPS-32, $\sigma=1.6$",5,30,Nearest centroid,0.464
"USPS-32, $\sigma=1.6$",5,30,Ridge,0.396
"USPS-32, $\sigma=1.6$",5,30,Shrinkage LDA,0.418
"USPS-32, $\sigma=1.6$",5,31,L-2DLDA,0.464
"USPS-32, $\sigma=1.6$",5,31,DATER-reg,0.452
"USPS-32, $\sigma=1.6$",5,31,MPCA,0.42
"USPS-32, $\sigma=1.6$",5,31,2DLDA,0.426
"USPS-32, $\sigma=1.6$",5,31,Nearest centroid,0.442
"USPS-32, $\sigma=1.6$",5,31,Ridge,0.396
"USPS-32, $\sigma=1.6$",5,31,Shrinkage LDA,0.418
"USPS-32, $\sigma=1.6$",5,32,L-2DLDA,0.406
"USPS-32, $\sigma=1.6$",5,32,DATER-reg,0.39
"USPS-32, $\sigma=1.6$",5,32,MPCA,0.402
"USPS-32, $\sigma=1.6$",5,32,2DLDA,0.386
"USPS-32, $\sigma=1.6$",5,32,Nearest centroid,0.396
"USPS-32, $\sigma=1.6$",5,32,Ridge,0.354
"USPS-32, $\sigma=1.6$",5,32,Shrinkage LDA,0.37
"USPS-32, $\sigma=1.6$",5,33,L-2DLDA,0.464
"USPS-32, $\sigma=1.6$",5,33,DATER-reg,0.476
"USPS-32, $\sigma=1.6$",5,33,MPCA,0.48
"USPS-32, $\sigma=1.6$",5,33,2DLDA,0.462
"USPS-32, $\sigma=1.6$",5,33,Nearest centroid,0.456
"USPS-32, $\sigma=1.6$",5,33,Ridge,0.4
"USPS-32, $\sigma=1.6$",5,33,Shrinkage LDA,0.428
"USPS-32, $\sigma=1.6$",5,34,L-2DLDA,0.46
"USPS-32, $\sigma=1.6$",5,34,DATER-reg,0.458
"USPS-32, $\sigma=1.6$",5,34,MPCA,0.436
"USPS-32, $\sigma=1.6$",5,34,2DLDA,0.428
"USPS-32, $\sigma=1.6$",5,34,Nearest centroid,0.438
"USPS-32, $\sigma=1.6$",5,34,Ridge,0.382
"USPS-32, $\sigma=1.6$",5,34,Shrinkage LDA,0.416
"USPS-32, $\sigma=1.6$",5,35,L-2DLDA,0.428
"USPS-32, $\sigma=1.6$",5,35,DATER-reg,0.436
"USPS-32, $\sigma=1.6$",5,35,MPCA,0.39
